Auto	Fahrt	2.75
Auto	Polster	1.25
Autogramm	Küste	0.041666667
Autogramm	Unterschrift	3.541666667
Backöfen	Herd	3.416666667
Backöfen	Werkzeug	1.041666667
Berg	Herd	0
Berg	Küste	1.708333333
Berg	Wald	1.75
Bruder	Bursche	1.583333333
Bruder	Mönch	3.041666667
Bursche	Magier	0.583333333
Edelstein	Juwel	3.833333333
Fabel	Magier	1.541666667
Fahrt	Reis	3.25
Forst	Kirchhof	0.458333333
Forst	Wald	3.75
Friedhof	Hügel	0.916666667
Friedhof	Kirchhof	3
Friedhof	Psychiatrie	0.375
Friedhof	Wald	0.958333333
Gerät	Werkzeug	3
Glas	Becher	3.25
Glas	Juwel	1.083333333
Glas	Zauberer	0.583333333
Gockel	Hahn	4
Grinsen	Bursche	0.583333333
Grinsen	Lächeln	3.375
Grinsen	Werkzeug	0
Hahn	Reis	0
Hügel	Berg	3.458333333
Irrenhaus	Friedhof	0.333333333
Irrenhaus	Mönch	0.25
Irrenhaus	Obst	0.041666667
Irrenhaus	Psychiatrie	3.666666667
jung	Bursche	3.791666667
Junge	Fabel	0.375
jung	Hahn	0.291666667
Kraftfahrzeug	Auto	3.791666667
Kraftfahrzeug	Magier	0.041666667
Kran	Werkzeug	1.958333333
Kranich	Hahn	2.208333333
Küste	Forst	1.083333333
Küste	Reis	1.458333333
Küste	Ufer	3.666666667
Leibeigene	Sklave	3.833333333
Mittag	Mittagsstunde	3.541666667
Mittag	Schnur	0.041666667
Mönch	Orakel	0.541666667
Mönch	Sklave	0.583333333
Nahrung	Hahn	1.875
Nahrung	Obst	3.291666667
Obst	Backöfen	0.916666667
Orakel	Fabel	1.25
Polster	Juwel	0.291666667
Polster	Kissen	3.125
Schnur	Seil	3.375
Seil	Lächeln	0
Ufer	Hügel	1.25
Ufer	Wald	1.291666667
Vogel	Hahn	3.166666667
Vogel	Kranich	3.541666667
Vogel	Wald	1.625
Zauberer	Magier	3.958333333
Zauberer	Orakel	1.708333333
